Periodo,Regiao ,Instituicao,No Total de Partos,No Cesarianas
2016-06,Regiao de Saude LVT,"Hospital de Loures, PPP",1269,246
2016-06,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1247,372
2016-07,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",655,187
2016-07,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",308,123
2016-07,Regiao de Saude LVT,"Hospital de Cascais, PPP",1446,404
2016-07,Regiao de Saude LVT,"Hospital de Loures, PPP",1494,286
2016-07,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",284,115
2016-08,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",1126,294
2016-08,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",3204,848
2016-08,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-08,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2016-08,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",378,154
2016-08,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",908,258
2016-08,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",2348,648
2016-08,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1632,426
2016-08,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",1114,319
2016-08,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1764,447
2016-08,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",975,274
2016-08,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",325,133
2016-09,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",389,110
2016-09,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",2790,711
2016-09,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2016-09,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2016-09,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",605,160
2016-09,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2016-09,Regiao de Saude LVT,"Hospital de Cascais, PPP",1876,507
2016-09,Regiao de Saude LVT,"Hospital de Loures, PPP",1931,379
2016-09,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1888,547
2016-09,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2404,680
2016-10,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",904,237
2016-10,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2016-10,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",441,170
2016-10,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1688,476
2016-10,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2016-10,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2711,761
2016-10,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1361,350
2016-11,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",1060,290
2016-11,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",3398,877
2016-11,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2016-11,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",534,216
2016-11,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",1093,300
2016-11,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",2337,674
2016-11,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2016-12,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",1119,289
2016-12,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2016-12,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",1725,441
2016-12,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-12,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1384,383
2016-12,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",2513,678
2016-12,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",2399,578
2016-12,Regiao de Saude LVT,"Hospital de Cascais, PPP",2520,666
2016-12,Regiao de Saude LVT,"Hospital de Loures, PPP",2522,488
2016-12,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",2550,739
2016-12,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1682,534
2017-01,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",43,11
2017-01,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",31,8
2017-01,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",210,54
2017-01,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",145,38
2017-01,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",87,25
2017-01,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",219,62
2017-01,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2017-01,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2017-01,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2013-02,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",166,48
2013-04,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",189,68
2013-03,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",340,113
2013-04,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",558,173
2013-03,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",153,53
2013-03,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",359,104
2013-03,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",595,160
2013-03,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",478,157
2013-04,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2013-03,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-06,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",802,294
2013-04,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",127,38
2013-11,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",1384,417
2013-11,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",518,188
2013-11,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",1861,570
2013-12,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1814,506
2013-11,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",1097,338
2013-11,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",2430,867
2013-11,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-11,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2014-06,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",799,186
2014-06,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1225,321
2014-06,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",544,143
2014-06,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1257,382
2014-06,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",376,106
2014-06,Regiao de Saude LVT,"Hospital de Loures, PPP",1075,217
2014-06,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2014-06,Regiao de Saude LVT,Instituto Gama Pinto,,
2014-01,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",75,31
2015-06,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2015-06,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",693,199
2015-06,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",772,226
2015-06,Regiao de Saude LVT,"Hospital de Loures, PPP",1151,266
2015-06,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2015-06,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",610,232
2015-06,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1536,419
2015-06,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",689,198
2015-07,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",2767,792
2015-07,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1047,230
2015-07,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2015-07,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",325,106
2015-07,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",805,235
2015-07,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",828,232
2015-07,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",432,158
2015-08,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",1062,307
2015-08,Regiao de Saude LVT,Centro Hospitalar do Oeste,891,251
2015-08,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2015-08,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1255,363
2015-09,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",401,92
2015-09,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1424,430
2015-09,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2015-09,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2015-09,Regiao de Saude LVT,Centro Hospitalar do Oeste,1037,294
2015-09,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-09,Regiao de Saude LVT,"Hospital de Loures, PPP",1851,400
2015-09,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",1203,266
2015-09,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2015-09,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1098,320
2015-09,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",578,203
2015-09,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2015-10,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2015-10,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",2989,761
2015-10,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2015-10,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1182,335
2015-10,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-10,Regiao de Saude LVT,"Hospital de Loures, PPP",2068,444
2015-10,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2617,709
2015-10,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1220,324
2015-10,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",399,175
2015-11,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",1032,321
2015-11,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",3324,849
2015-11,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2015-11,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",723,200
2015-11,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",2293,587
2015-11,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1406,400
2015-11,Regiao de Saude Norte,"Hospital de Braga, PPP",2541,745
2015-11,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",1370,330
2015-12,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2015-12,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2015-12,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",556,187
2015-12,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-12,Regiao de Saude LVT,"Hospital de Cascais, PPP",2576,673
2015-12,Regiao de Saude LVT,Instituto Gama Pinto,,
2015-12,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",1406,526
2015-12,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1991,520
2015-12,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2016-01,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",87,24
2016-01,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",40,9
2016-01,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",306,96
2016-01,Regiao de Saude LVT,"Hospital de Cascais, PPP",223,66
2016-01,Regiao de Saude LVT,Instituto Gama Pinto,,
2016-01,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",258,74
2016-01,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",53,14
2016-01,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",136,38
2016-01,Regiao de Saude Norte,"Hospital de Braga, PPP",223,50
2016-01,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2016-01,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",121,36
2016-02,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",172,43
2016-02,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",85,20
2016-02,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",349,96
2016-02,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",90,36
2016-02,Regiao de Saude LVT,Centro Hospitalar do Oeste,227,60
2016-02,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",146,29
2016-02,Regiao de Saude LVT,"Hospital de Cascais, PPP",420,124
2016-02,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",184,52
2016-02,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",407,123
2016-02,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",323,94
2016-02,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2016-03,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",498,108
2016-03,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2016-03,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2016-03,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",94,27
2016-03,Regiao de Saude LVT,"Hospital de Loures, PPP",620,131
2016-03,Regiao de Saude Norte,"Hospital de Braga, PPP",667,170
2016-03,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2016-03,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",130,59
2016-04,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2016-04,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",627,140
2016-04,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",761,211
2016-04,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",518,147
2016-04,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",535,130
2016-04,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",645,191
2016-04,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2016-04,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",438,123
2016-04,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",169,77
2016-05,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",198,59
2016-05,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-05,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2016-05,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2017-01,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",273,76
2017-01,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",121,27
2017-01,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",216,57
2017-01,Regiao de Saude LVT,"Hospital de Cascais, PPP",209,59
2017-01,Regiao de Saude LVT,Instituto Gama Pinto,,
2017-01,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",217,42
2017-01,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",141,42
2013-01,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",405,120
2013-01,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",129,60
2013-01,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",40,9
2013-01,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",41,12
2013-01,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",346,117
2013-01,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",135,67
2013-01,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",185,64
2013-01,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",143,43
2013-04,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",539,126
2013-05,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",960,325
2013-04,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",474,141
2013-04,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",638,208
2013-04,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",794,189
2013-05,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2013-05,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2013-04,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-04,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2013-04,Regiao de Saude LVT,Instituto Gama Pinto,,
2013-10,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",1149,464
2013-12,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",1691,500
2013-11,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",1048,321
2013-11,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",721,212
2013-11,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2013-12,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2013-11,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2013-12,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2013-11,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2013-11,Regiao de Saude LVT,Instituto Gama Pinto,,
2013-12,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",773,255
2014-01,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",389,115
2014-01,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",56,21
2014-01,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",48,21
2013-12,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",2326,731
2013-12,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",2212,599
2014-01,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",62,13
2013-12,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2013-02,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",100,37
2013-08,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",738,260
2013-07,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",284,114
2013-07,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",742,316
2013-08,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",2280,724
2013-08,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1138,315
2013-07,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1276,352
2013-07,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1631,589
2013-07,Regiao de Saude LVT,"Hospital de Cascais, PPP",1311,419
2013-07,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2013-02,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",264,52
2013-03,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",420,126
2013-03,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",570,194
2013-02,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",242,68
2013-03,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",922,274
